ERP,PPK.SKU,Order.Date,Category,Key.Item,Pack.Configuration,Style,ppk_ordered_qty,Full.Description,prepack_color,ordered_sku,qty_in_prepack,ordered_qty,unit_color,Ship.City,Ship.Region,Ship.Country,Ship.Zip
#2276,21360020,2020-06-28T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Stone,Stone,13701020,6,6,Stone,San Diego,California,United States,92120
#2277,n/a,2020-06-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,San Francisco,California,United States,94110
#2277,n/a,2020-06-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,San Francisco,California,United States,94110
#2277,n/a,2020-06-28T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,San Francisco,California,United States,94110
#2277,n/a,2020-06-28T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Paloma,,13701050,,1,Paloma,San Francisco,California,United States,94110
#2277,n/a,2020-06-28T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Dark Blue,,13702114,,1,Dark Blue,San Francisco,California,United States,94110
#2278,21361599,2020-06-28T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Standard,Standard,13701014,2,2,Dark Blue,Mobile,Alabama,United States,36604
#2278,21361599,2020-06-28T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Standard,Standard,13701020,2,2,Stone,Mobile,Alabama,United States,36604
#2278,21361599,2020-06-28T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Standard,Standard,13701011,2,2,Crew Green,Mobile,Alabama,United States,36604
#2278,n/a,2020-06-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,3,Dark Blue,Mobile,Alabama,United States,36604
#2279,21321120,2020-06-28T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,6,Stone,Old Bridge,New Jersey,United States,8857
#2279,21351399,2020-06-28T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Industry,Industry,13702011,4,4,Crew Green,Old Bridge,New Jersey,United States,8857
#2279,21371499,2020-06-28T00:00:00Z,Ecomm,Chubby Bottle,12-Pack,Classic,1,Chubby Bottle - 12-Pack - Classic / Tropic,Tropic,13701044,4,4,Burnt Orange,Old Bridge,New Jersey,United States,8857
#2279,21351399,2020-06-28T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Industry,Industry,13702052,4,4,Citrus,Old Bridge,New Jersey,United States,8857
#2279,21371499,2020-06-28T00:00:00Z,Ecomm,Chubby Bottle,12-Pack,Classic,1,Chubby Bottle - 12-Pack - Classic / Tropic,Tropic,13701050,4,4,Paloma,Old Bridge,New Jersey,United States,8857
#2279,21351399,2020-06-28T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Industry,Industry,13702020,4,4,Stone,Old Bridge,New Jersey,United States,8857
#2279,21371499,2020-06-28T00:00:00Z,Ecomm,Chubby Bottle,12-Pack,Classic,1,Chubby Bottle - 12-Pack - Classic / Tropic,Tropic,13701052,4,4,Citrus,Old Bridge,New Jersey,United States,8857
#2279,n/a,2020-06-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,2,Crew Green,Old Bridge,New Jersey,United States,8857
#2279,n/a,2020-06-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,2,Dark Blue,Old Bridge,New Jersey,United States,8857
#2279,n/a,2020-06-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,2,Burnt Orange,Old Bridge,New Jersey,United States,8857
#2279,n/a,2020-06-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,4,Citrus,Old Bridge,New Jersey,United States,8857
#2280,n/a,2020-06-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Portland,Oregon,United States,97229
#2280,n/a,2020-06-28T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Portland,Oregon,United States,97229
#2281,n/a,2020-06-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Boulder,Colorado,United States,80305
#2281,n/a,2020-06-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Boulder,Colorado,United States,80305
#2281,n/a,2020-06-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Boulder,Colorado,United States,80305
#2281,n/a,2020-06-28T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Boulder,Colorado,United States,80305
#2281,n/a,2020-06-28T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Boulder,Colorado,United States,80305
#2282,n/a,2020-06-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Chicago,Illinois,United States,60640
#2282,n/a,2020-06-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Chicago,Illinois,United States,60640
#2282,n/a,2020-06-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Chicago,Illinois,United States,60640
#2282,n/a,2020-06-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,1,Burnt Orange,Chicago,Illinois,United States,60640
#2282,n/a,2020-06-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,Chicago,Illinois,United States,60640
#2282,n/a,2020-06-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Chicago,Illinois,United States,60640
#2282,n/a,2020-06-29T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Chicago,Illinois,United States,60640
#2282,n/a,2020-06-29T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Chicago,Illinois,United States,60640
#2282,n/a,2020-06-29T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Chicago,Illinois,United States,60640
#2282,n/a,2020-06-29T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Burnt Orange,,13701044,,1,Burnt Orange,Chicago,Illinois,United States,60640
#2282,n/a,2020-06-29T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Paloma,,13701050,,1,Paloma,Chicago,Illinois,United States,60640
#2282,n/a,2020-06-29T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,1,Citrus,Chicago,Illinois,United States,60640
#2285,n/a,2020-06-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Brooklyn,New York,United States,11217
#2285,n/a,2020-06-29T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Brooklyn,New York,United States,11217
#2286,n/a,2020-06-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Evansville,Indiana,United States,47712
#2286,n/a,2020-06-29T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Evansville,Indiana,United States,47712
#2287,n/a,2020-06-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Pflugerville,Texas,United States,78660
#2287,n/a,2020-06-29T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,1,Stone,Pflugerville,Texas,United States,78660
#2288,21321111,2020-06-29T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Crew Green,Crew Green,11442211,6,6,Crew Green,Brooklyn,New York,United States,11231
#2288,21321150,2020-06-29T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Paloma,Paloma,11442250,6,6,Paloma,Brooklyn,New York,United States,11231
#2288,21321152,2020-06-29T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Citrus,Citrus,11442252,6,6,Citrus,Brooklyn,New York,United States,11231
#2289,21343599,2020-06-29T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Standard,Standard,13702114,2,2,Dark Blue,Denver,Colorado,United States,80206
#2289,21360044,2020-06-29T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Burnt Orange,Burnt Orange,13701044,6,6,Burnt Orange,Denver,Colorado,United States,80206
#2289,21343599,2020-06-29T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Standard,Standard,13702111,2,2,Crew Green,Denver,Colorado,United States,80206
#2289,21343599,2020-06-29T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Standard,Standard,13702120,2,2,Stone,Denver,Colorado,United States,80206
#2290,n/a,2020-06-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Irvine,California,United States,92618
#2290,n/a,2020-06-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Irvine,California,United States,92618
#2290,n/a,2020-06-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Irvine,California,United States,92618
#2290,n/a,2020-06-29T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Irvine,California,United States,92618
#2290,n/a,2020-06-29T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Irvine,California,United States,92618
#2290,n/a,2020-06-29T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Irvine,California,United States,92618
#2291,21330120,2020-06-29T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Stone,Stone,13702120,3,3,Stone,Montclair,New Jersey,United States,7042
#2291,n/a,2020-06-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,3,Stone,Montclair,New Jersey,United States,7042
#2292,n/a,2020-06-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Fayetteville,Georgia,United States,30215
#2292,n/a,2020-06-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,1,Paloma,Fayetteville,Georgia,United States,30215
#2292,n/a,2020-06-29T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Fayetteville,Georgia,United States,30215
#2292,n/a,2020-06-29T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Paloma,,13701050,,1,Paloma,Fayetteville,Georgia,United States,30215
#2293,n/a,2020-06-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,3,Crew Green,Spokane,Washington,United States,99203
#2293,n/a,2020-06-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,3,Burnt Orange,Spokane,Washington,United States,99203
#2293,n/a,2020-06-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,3,Paloma,Spokane,Washington,United States,99203
#2293,n/a,2020-06-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,3,Citrus,Spokane,Washington,United States,99203
#2293,n/a,2020-06-30T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Spokane,Washington,United States,99203
#2293,n/a,2020-06-30T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Burnt Orange,,13701044,,1,Burnt Orange,Spokane,Washington,United States,99203
#2294,n/a,2020-06-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Crestwood,Kentucky,United States,40014
#2294,n/a,2020-06-30T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Crew Green,,13702111,,1,Crew Green,Crestwood,Kentucky,United States,40014
#2295,n/a,2020-06-30T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Montclair,New Jersey,United States,7042
#2297,n/a,2020-07-01T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,-1,Dark Blue,Brooklyn,New York,United States,11231
#2297,n/a,2020-06-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Brooklyn,New York,United States,11231
#2297,n/a,2020-07-01T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,-1,Burnt Orange,Brooklyn,New York,United States,11231
#2297,n/a,2020-06-30T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,1,Burnt Orange,Brooklyn,New York,United States,11231
#2297,n/a,2020-07-01T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,-1,Dark Blue,Brooklyn,New York,United States,11231
#2297,n/a,2020-06-30T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Brooklyn,New York,United States,11231
#2297,n/a,2020-07-01T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Paloma,,13701050,,-1,Paloma,Brooklyn,New York,United States,11231
#2297,n/a,2020-06-30T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Paloma,,13701050,,1,Paloma,Brooklyn,New York,United States,11231
#2297,n/a,2020-07-01T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,-1,Crew Green,Brooklyn,New York,United States,11231
#2297,n/a,2020-06-30T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,1,Crew Green,Brooklyn,New York,United States,11231
#2298,n/a,2020-06-30T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Paloma,,13701050,,1,Paloma,Claremont,California,United States,91711
#2298,n/a,2020-06-30T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,1,Crew Green,Claremont,California,United States,91711
#2298,n/a,2020-06-30T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,1,Stone,Claremont,California,United States,91711
#2298,n/a,2020-06-30T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Citrus,,13702052,,1,Citrus,Claremont,California,United States,91711
#2299,21321111,2020-06-30T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Crew Green,Crew Green,11442211,6,6,Crew Green,Urbana,Illinois,United States,61801
#2299,21321144,2020-06-30T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Burnt Orange,Burnt Orange,11442244,6,6,Burnt Orange,Urbana,Illinois,United States,61801
#2299,21340144,2020-06-30T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Burnt Orange,Burnt Orange,13702144,6,6,Burnt Orange,Urbana,Illinois,United States,61801
#2299,21360044,2020-06-30T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Burnt Orange,Burnt Orange,13701044,6,6,Burnt Orange,Urbana,Illinois,United States,61801
#2300,21321120,2020-07-01T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,4,Pour Boy - 6-Pack - Stone,Stone,11442220,6,24,Stone,Lewiston,Maine,United States,4240
#2300,21370020,2020-07-01T00:00:00Z,Ecomm,Chubby Bottle,12-Pack,Classic,2,Chubby Bottle - 12-Pack - Classic / Stone,Stone,13701020,12,24,Stone,Lewiston,Maine,United States,4240
#2301,n/a,2020-07-01T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Nutley,New Jersey,United States,7110
#2301,n/a,2020-07-01T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Nutley,New Jersey,United States,7110
#2303,n/a,2020-07-01T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,2,Stone,Orlando,Florida,United States,32819
#2303,n/a,2020-07-01T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Orlando,Florida,United States,32819
#2303,n/a,2020-07-01T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Orlando,Florida,United States,32819
#2304,n/a,2020-07-01T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Brooklyn,New York,United States,11231
#2304,n/a,2020-07-01T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Brooklyn,New York,United States,11231
#2304,n/a,2020-07-01T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Brooklyn,New York,United States,11231
#2304,n/a,2020-07-01T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Brooklyn,New York,United States,11231
#2304,n/a,2020-07-01T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Paloma,,13701050,,1,Paloma,Brooklyn,New York,United States,11231
#2304,n/a,2020-07-01T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,1,Crew Green,Brooklyn,New York,United States,11231
#2305,n/a,2020-07-01T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,2,Stone,Chicago,Illinois,United States,60614
#2305,n/a,2020-07-01T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,2,Stone,Chicago,Illinois,United States,60614
#2306,21321120,2020-07-01T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,6,Stone,Dallas,Texas,United States,75206
#2306,n/a,2020-07-01T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Dallas,Texas,United States,75206
#2306,n/a,2020-07-01T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,3,Stone,Dallas,Texas,United States,75206
#2307,n/a,2020-07-01T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,San Antonio,Texas,United States,78212
#2307,n/a,2020-07-01T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,San Antonio,Texas,United States,78212
#2308,n/a,2020-07-01T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Bowling Green,Kentucky,United States,42101
#2308,n/a,2020-07-01T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Dark Blue,,13702114,,1,Dark Blue,Bowling Green,Kentucky,United States,42101
#2309,21321144,2020-07-02T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Burnt Orange,Burnt Orange,11442244,6,6,Burnt Orange,Los Angeles,California,United States,90039
#2309,21360044,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Burnt Orange,Burnt Orange,13701044,6,6,Burnt Orange,Los Angeles,California,United States,90039
#2310,n/a,2020-07-02T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Boston,Massachusetts,United States,2135
#2310,n/a,2020-07-02T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Boston,Massachusetts,United States,2135
#2310,n/a,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Boston,Massachusetts,United States,2135
#2310,n/a,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,1,Citrus,Boston,Massachusetts,United States,2135
#2311,n/a,2020-07-02T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,2,Dark Blue,Johns Island,South Carolina,United States,29455
#2311,n/a,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,2,Dark Blue,Johns Island,South Carolina,United States,29455
#2312,21321120,2020-07-02T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,6,Stone,Wilmette,Illinois,United States,60091
#2312,n/a,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,2,Stone,Wilmette,Illinois,United States,60091
#2312,n/a,2020-07-02T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Wilmette,Illinois,United States,60091
#2313,21361499,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Tropic,Tropic,13701044,2,2,Burnt Orange,St Petersburg,Florida,United States,33713
#2313,21361499,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Tropic,Tropic,13701050,2,2,Paloma,St Petersburg,Florida,United States,33713
#2313,21361499,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Tropic,Tropic,13701052,2,2,Citrus,St Petersburg,Florida,United States,33713
#2313,n/a,2020-07-02T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Burnt Orange,,11442244,,2,Burnt Orange,St Petersburg,Florida,United States,33713
#2313,n/a,2020-07-02T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Paloma,,11442250,,2,Paloma,St Petersburg,Florida,United States,33713
#2313,n/a,2020-07-02T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,2,Citrus,St Petersburg,Florida,United States,33713
#2314,21321111,2020-07-02T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Crew Green,Crew Green,11442211,6,6,Crew Green,Fayetteville,Arkansas,United States,72701
#2314,21321152,2020-07-02T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Citrus,Citrus,11442252,6,6,Citrus,Fayetteville,Arkansas,United States,72701
#2314,21353399,2020-07-02T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Industry,Industry,13702111,4,4,Crew Green,Fayetteville,Arkansas,United States,72701
#2314,21353399,2020-07-02T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Industry,Industry,13702152,4,4,Citrus,Fayetteville,Arkansas,United States,72701
#2314,21353399,2020-07-02T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Industry,Industry,13702120,4,4,Stone,Fayetteville,Arkansas,United States,72701
#2315,n/a,2020-07-02T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Dark Blue,,11442214,,1,Dark Blue,Richardson,Texas,United States,75080
#2315,n/a,2020-07-02T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Citrus,,11442252,,1,Citrus,Richardson,Texas,United States,75080
#2315,n/a,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Dark Blue,,13701014,,1,Dark Blue,Richardson,Texas,United States,75080
#2315,n/a,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Richardson,Texas,United States,75080
#2316,n/a,2020-07-02T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Seattle,Washington,United States,98119
#2316,n/a,2020-07-02T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Seattle,Washington,United States,98119
#2317,21321120,2020-07-02T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,6,Stone,Encinitas,California,United States,92024
